"Step","Asterix-v4__my_baseline_intrinsic__1__1667739569 - charts/mean_episodic_return","Asterix-v4__my_baseline_intrinsic__1__1667739569 - charts/mean_episodic_return__MIN","Asterix-v4__my_baseline_intrinsic__1__1667739569 - charts/mean_episodic_return__MAX","Asterix-v4__my_baseline_intrinsic__1__1667738893 - charts/mean_episodic_return","Asterix-v4__my_baseline_intrinsic__1__1667738893 - charts/mean_episodic_return__MIN","Asterix-v4__my_baseline_intrinsic__1__1667738893 - charts/mean_episodic_return__MAX","Asterix-v4__state_of_art_intrinsic__1__1667413456 - charts/mean_episodic_return","Asterix-v4__state_of_art_intrinsic__1__1667413456 - charts/mean_episodic_return__MIN","Asterix-v4__state_of_art_intrinsic__1__1667413456 - charts/mean_episodic_return__MAX","Asterix-v4__state_of_art_intrinsic__1__1666563907 - charts/mean_episodic_return","Asterix-v4__state_of_art_intrinsic__1__1666563907 - charts/mean_episodic_return__MIN","Asterix-v4__state_of_art_intrinsic__1__1666563907 - charts/mean_episodic_return__MAX","Asterix-v4__state_of_art_intrinsic__1__1666563380 - charts/mean_episodic_return","Asterix-v4__state_of_art_intrinsic__1__1666563380 - charts/mean_episodic_return__MIN","Asterix-v4__state_of_art_intrinsic__1__1666563380 - charts/mean_episodic_return__MAX","Asterix-v4__my_baseline_intrinsic__1__1666207129 - charts/mean_episodic_return","Asterix-v4__my_baseline_intrinsic__1__1666207129 - charts/mean_episodic_return__MIN","Asterix-v4__my_baseline_intrinsic__1__1666207129 - charts/mean_episodic_return__MAX"
"89392000","","","","","","","","","","","","","","","","800","800","800"
"89394560","","","","","","","","","","","","","","","","200","200","200"
"89411072","","","","","","","","","","","","","","","","750","750","750"
"89426944","","","","","","","","","","","","","","","","2500","2500","2500"
"89431808","","","","","","","","","","","","","","","","250","250","250"
"89477760","","","","","","","","","","","","","","","","1250","1250","1250"
"89480576","","","","","","","","","","","","","","","","650","650","650"
"89514112","","","","","","","","","","","","","","","","650","650","650"
"89540480","","","","","","","","","","","","","","","","950","950","950"
"89582720","","","","","","","","","","","","","","","","950","950","950"
"89595392","","","","","","","","","","","","","","","","700","700","700"
"89614464","","","","","","","","","","","","","","","","900","900","900"
"89636864","","","","","","","","","","","","","","","","1100","1100","1100"
"89668992","","","","","","","","","","","","","","","","2150","2150","2150"
"89691776","","","","","","","","","","","","","","","","2500","2500","2500"
"89706496","","","","","","","","","","","","","","","","250","250","250"
"89735168","","","","","","","","","","","","","","","","2050","2050","2050"
"89757056","","","","","","","","","","","","","","","","400","400","400"
"89821184","","","","","","","","","","","","","","","","950","950","950"
"89831040","","","","","","","","","","","","","","","","1300","1300","1300"
"89831168","","","","","","","","","","","","","","","","500","500","500"
"89844480","","","","","","","","","","","","","","","","2500","2500","2500"
"89872256","","","","","","","","","","","","","","","","300","300","300"
"89883008","","","","","","","","","","","","","","","","2500","2500","2500"
"89906944","","","","","","","","","","","","","","","","1350","1350","1350"
"89915904","","","","","","","","","","","","","","","","2500","2500","2500"
"90040448","","","","","","","","","","","","","","","","1450","1450","1450"
"90062336","","","","","","","","","","","","","","","","2650","2650","2650"
"90065152","","","","","","","","","","","","","","","","2000","2000","2000"
"90073600","","","","","","","","","","","","","","","","3300","3300","3300"
"90074240","","","","","","","","","","","","","","","","2450","2450","2450"
"90076928","","","","","","","","","","","","","","","","2650","2650","2650"
"90129280","","","","","","","","","","","","","","","","2550","2550","2550"
"90166528","","","","","","","","","","","","","","","","350","350","350"
"90191232","","","","","","","","","","","","","","","","1425","1425","1425"
"90202880","","","","","","","","","","","","","","","","1350","1350","1350"
"90203136","","","","","","","","","","","","","","","","1850","1850","1850"
"90211456","","","","","","","","","","","","","","","","2450","2450","2450"
"90220288","","","","","","","","","","","","","","","","1400","1400","1400"
"90224128","","","","","","","","","","","","","","","","2700","2700","2700"
"90226816","","","","","","","","","","","","","","","","2800","2800","2800"
"90231424","","","","","","","","","","","","","","","","1200","1200","1200"
"90258432","","","","","","","","","","","","","","","","2700","2700","2700"
"90286336","","","","","","","","","","","","","","","","1250","1250","1250"
"90289664","","","","","","","","","","","","","","","","400","400","400"
"90304768","","","","","","","","","","","","","","","","2550","2550","2550"
"90354560","","","","","","","","","","","","","","","","1300","1300","1300"
"90403200","","","","","","","","","","","","","","","","1450","1450","1450"
"90409216","","","","","","","","","","","","","","","","2750","2750","2750"
"90427520","","","","","","","","","","","","","","","","1900","1900","1900"
"90440960","","","","","","","","","","","","","","","","1400","1400","1400"
"90500992","","","","","","","","","","","","","","","","1550","1550","1550"
"90528256","","","","","","","","","","","","","","","","1250","1250","1250"
"90587904","","","","","","","","","","","","","","","","500","500","500"
"90607744","","","","","","","","","","","","","","","","2450","2450","2450"
"90672896","","","","","","","","","","","","","","","","1175","1175","1175"
"90767744","","","","","","","","","","","","","","","","850","850","850"
"90817280","","","","","","","","","","","","","","","","2266.666748046875","2266.666748046875","2266.666748046875"
"90911488","","","","","","","","","","","","","","","","2400","2400","2400"
"91059072","","","","","","","","","","","","","","","","2700","2700","2700"
"91078784","","","","","","","","","","","","","","","","2300","2300","2300"
"91081600","","","","","","","","","","","","","","","","2850","2850","2850"
"91083008","","","","","","","","","","","","","","","","1500","1500","1500"
"91097856","","","","","","","","","","","","","","","","1325","1325","1325"
"91109376","","","","","","","","","","","","","","","","2350","2350","2350"
"91142912","","","","","","","","","","","","","","","","200","200","200"
"91158272","","","","","","","","","","","","","","","","2400","2400","2400"
"91183616","","","","","","","","","","","","","","","","2500","2500","2500"
"91185536","","","","","","","","","","","","","","","","500","500","500"
"91199232","","","","","","","","","","","","","","","","2400","2400","2400"
"91201920","","","","","","","","","","","","","","","","2450","2450","2450"
"91219968","","","","","","","","","","","","","","","","2650","2650","2650"
"91224192","","","","","","","","","","","","","","","","100","100","100"
"91236864","","","","","","","","","","","","","","","","3000","3000","3000"
"91236992","","","","","","","","","","","","","","","","1100","1100","1100"
"91263232","","","","","","","","","","","","","","","","2400","2400","2400"
"91269888","","","","","","","","","","","","","","","","1550","1550","1550"
"91274880","","","","","","","","","","","","","","","","2500","2500","2500"
"91332352","","","","","","","","","","","","","","","","300","300","300"
"91353216","","","","","","","","","","","","","","","","2950","2950","2950"
"91370880","","","","","","","","","","","","","","","","1250","1250","1250"
"91373312","","","","","","","","","","","","","","","","1150","1150","1150"
"91375616","","","","","","","","","","","","","","","","1150","1150","1150"
"91401344","","","","","","","","","","","","","","","","950","950","950"
"91418880","","","","","","","","","","","","","","","","800","800","800"
"91422720","","","","","","","","","","","","","","","","2000","2000","2000"
"91425280","","","","","","","","","","","","","","","","1400","1400","1400"
"91465216","","","","","","","","","","","","","","","","1950","1950","1950"
"91470336","","","","","","","","","","","","","","","","2500","2500","2500"
"91485440","","","","","","","","","","","","","","","","1300","1300","1300"
"91487104","","","","","","","","","","","","","","","","800","800","800"
"91498496","","","","","","","","","","","","","","","","900","900","900"
"91599232","","","","","","","","","","","","","","","","2450","2450","2450"
"91609728","","","","","","","","","","","","","","","","1900","1900","1900"
"91632384","","","","","","","","","","","","","","","","1900","1900","1900"
"91638528","","","","","","","","","","","","","","","","1300","1300","1300"
"91649536","","","","","","","","","","","","","","","","1850","1850","1850"
"91656192","","","","","","","","","","","","","","","","2500","2500","2500"
"91721728","","","","","","","","","","","","","","","","700","700","700"
"91727744","","","","","","","","","","","","","","","","2700","2700","2700"
"91777536","","","","","","","","","","","","","","","","3400","3400","3400"
"91783552","","","","","","","","","","","","","","","","1850","1850","1850"
"91789568","","","","","","","","","","","","","","","","2500","2500","2500"
"91808896","","","","","","","","","","","","","","","","2500","2500","2500"
"91823872","","","","","","","","","","","","","","","","1350","1350","1350"
"91836928","","","","","","","","","","","","","","","","1900","1900","1900"
"91845504","","","","","","","","","","","","","","","","850","850","850"
"91860736","","","","","","","","","","","","","","","","2500","2500","2500"
"91871104","","","","","","","","","","","","","","","","2450","2450","2450"
"91891328","","","","","","","","","","","","","","","","2000","2000","2000"
"91918208","","","","","","","","","","","","","","","","700","700","700"
"91944448","","","","","","","","","","","","","","","","1300","1300","1300"
"91974656","","","","","","","","","","","","","","","","900","900","900"
"92036608","","","","","","","","","","","","","","","","150","150","150"
"92058880","","","","","","","","","","","","","","","","2500","2500","2500"
"92129920","","","","","","","","","","","","","","","","1300","1300","1300"
"92131712","","","","","","","","","","","","","","","","2100","2100","2100"
"92203136","","","","","","","","","","","","","","","","3050","3050","3050"
"92211584","","","","","","","","","","","","","","","","2525","2525","2525"
"92233088","","","","","","","","","","","","","","","","250","250","250"
"92248960","","","","","","","","","","","","","","","","2400","2400","2400"
"92275328","","","","","","","","","","","","","","","","2450","2450","2450"
"92325760","","","","","","","","","","","","","","","","3500","3500","3500"
"92353152","","","","","","","","","","","","","","","","700","700","700"
"92369152","","","","","","","","","","","","","","","","1200","1200","1200"
"92390784","","","","","","","","","","","","","","","","650","650","650"
"92401536","","","","","","","","","","","","","","","","350","350","350"
"92420096","","","","","","","","","","","","","","","","2700","2700","2700"
"92517376","","","","","","","","","","","","","","","","950","950","950"
"92548992","","","","","","","","","","","","","","","","900","900","900"
"92566400","","","","","","","","","","","","","","","","250","250","250"
"92568960","","","","","","","","","","","","","","","","1300","1300","1300"
"92611584","","","","","","","","","","","","","","","","2500","2500","2500"
"92637952","","","","","","","","","","","","","","","","2500","2500","2500"
"92682368","","","","","","","","","","","","","","","","1900","1900","1900"
"92688000","","","","","","","","","","","","","","","","2450","2450","2450"
"92707072","","","","","","","","","","","","","","","","250","250","250"
"92718464","","","","","","","","","","","","","","","","2500","2500","2500"
"92749952","","","","","","","","","","","","","","","","150","150","150"
"92772736","","","","","","","","","","","","","","","","2600","2600","2600"
"92778240","","","","","","","","","","","","","","","","2600","2600","2600"
"92796416","","","","","","","","","","","","","","","","2000","2000","2000"
"92807168","","","","","","","","","","","","","","","","600","600","600"
"92814080","","","","","","","","","","","","","","","","2500","2500","2500"
"92822144","","","","","","","","","","","","","","","","2700","2700","2700"
"92829184","","","","","","","","","","","","","","","","1600","1600","1600"
"92851456","","","","","","","","","","","","","","","","600","600","600"
"92886784","","","","","","","","","","","","","","","","200","200","200"
"92925312","","","","","","","","","","","","","","","","2400","2400","2400"
"92933120","","","","","","","","","","","","","","","","1300","1300","1300"
"92948480","","","","","","","","","","","","","","","","1300","1300","1300"
"92954752","","","","","","","","","","","","","","","","1500","1500","1500"
"92993792","","","","","","","","","","","","","","","","250","250","250"
"93000576","","","","","","","","","","","","","","","","2600","2600","2600"
"93024000","","","","","","","","","","","","","","","","3100","3100","3100"
"93034112","","","","","","","","","","","","","","","","1300","1300","1300"
"93078144","","","","","","","","","","","","","","","","400","400","400"
"93106048","","","","","","","","","","","","","","","","650","650","650"
"93110272","","","","","","","","","","","","","","","","450","450","450"
"93110656","","","","","","","","","","","","","","","","2650","2650","2650"
"93120640","","","","","","","","","","","","","","","","600","600","600"
"93127552","","","","","","","","","","","","","","","","750","750","750"
"93131392","","","","","","","","","","","","","","","","2000","2000","2000"
"93135488","","","","","","","","","","","","","","","","250","250","250"
"93140992","","","","","","","","","","","","","","","","2700","2700","2700"
"93151104","","","","","","","","","","","","","","","","1900","1900","1900"
"93166848","","","","","","","","","","","","","","","","2050","2050","2050"
"93195264","","","","","","","","","","","","","","","","2100","2100","2100"
"93198464","","","","","","","","","","","","","","","","1700","1700","1700"
"93236736","","","","","","","","","","","","","","","","2450","2450","2450"
"93241216","","","","","","","","","","","","","","","","1100","1100","1100"
"93246208","","","","","","","","","","","","","","","","2400","2400","2400"
"93358592","","","","","","","","","","","","","","","","1750","1750","1750"
"93362944","","","","","","","","","","","","","","","","300","300","300"
"93400448","","","","","","","","","","","","","","","","1400","1400","1400"
"93414912","","","","","","","","","","","","","","","","2200","2200","2200"
"93430784","","","","","","","","","","","","","","","","3550","3550","3550"
"93441024","","","","","","","","","","","","","","","","2500","2500","2500"
"93451776","","","","","","","","","","","","","","","","1000","1000","1000"
"93459584","","","","","","","","","","","","","","","","850","850","850"
"93477760","","","","","","","","","","","","","","","","1900","1900","1900"
"93486080","","","","","","","","","","","","","","","","2000","2000","2000"
"93500544","","","","","","","","","","","","","","","","2500","2500","2500"
"93507200","","","","","","","","","","","","","","","","1950","1950","1950"
"93512192","","","","","","","","","","","","","","","","250","250","250"
"93513856","","","","","","","","","","","","","","","","2450","2450","2450"
"93572096","","","","","","","","","","","","","","","","2350","2350","2350"
"93579520","","","","","","","","","","","","","","","","2300","2300","2300"
"93594752","","","","","","","","","","","","","","","","900","900","900"
"93631104","","","","","","","","","","","","","","","","2000","2000","2000"
"93670656","","","","","","","","","","","","","","","","200","200","200"
"93694464","","","","","","","","","","","","","","","","3500","3500","3500"
"93711104","","","","","","","","","","","","","","","","700","700","700"
"93749376","","","","","","","","","","","","","","","","2800","2800","2800"
"93758592","","","","","","","","","","","","","","","","2100","2100","2100"
"93884672","","","","","","","","","","","","","","","","1300","1300","1300"
"93913856","","","","","","","","","","","","","","","","1350","1350","1350"
"93916800","","","","","","","","","","","","","","","","250","250","250"
"93917952","","","","","","","","","","","","","","","","2600","2600","2600"
"93919232","","","","","","","","","","","","","","","","2100","2100","2100"
"93926400","","","","","","","","","","","","","","","","2250","2250","2250"
"93990144","","","","","","","","","","","","","","","","350","350","350"
"93994368","","","","","","","","","","","","","","","","2500","2500","2500"
"94014464","","","","","","","","","","","","","","","","2600","2600","2600"
"94018048","","","","","","","","","","","","","","","","1200","1200","1200"
"94019968","","","","","","","","","","","","","","","","2100","2100","2100"
"94038144","","","","","","","","","","","","","","","","650","650","650"
"94039552","","","","","","","","","","","","","","","","1200","1200","1200"
"94044288","","","","","","","","","","","","","","","","250","250","250"
"94048512","","","","","","","","","","","","","","","","2500","2500","2500"
"94082432","","","","","","","","","","","","","","","","400","400","400"
"94087552","","","","","","","","","","","","","","","","1566.6666259765625","1566.6666259765625","1566.6666259765625"
"94103168","","","","","","","","","","","","","","","","1375","1375","1375"
"94116992","","","","","","","","","","","","","","","","2700","2700","2700"
"94130304","","","","","","","","","","","","","","","","550","550","550"
"94151424","","","","","","","","","","","","","","","","1250","1250","1250"
"94167808","","","","","","","","","","","","","","","","1250","1250","1250"
"94168576","","","","","","","","","","","","","","","","500","500","500"
"94176768","","","","","","","","","","","","","","","","300","300","300"
"94187904","","","","","","","","","","","","","","","","2200","2200","2200"
"94190848","","","","","","","","","","","","","","","","1300","1300","1300"
"94196352","","","","","","","","","","","","","","","","900","900","900"
"94215680","","","","","","","","","","","","","","","","1900","1900","1900"
"94238848","","","","","","","","","","","","","","","","2050","2050","2050"
"94242816","","","","","","","","","","","","","","","","600","600","600"
"94252288","","","","","","","","","","","","","","","","350","350","350"
"94265728","","","","","","","","","","","","","","","","2900","2900","2900"
"94288768","","","","","","","","","","","","","","","","475","475","475"
"94308480","","","","","","","","","","","","","","","","250","250","250"
"94317312","","","","","","","","","","","","","","","","350","350","350"
"94323456","","","","","","","","","","","","","","","","200","200","200"
"94342912","","","","","","","","","","","","","","","","1025","1025","1025"
"94348928","","","","","","","","","","","","","","","","700","700","700"
"94372864","","","","","","","","","","","","","","","","1250","1250","1250"
"94405760","","","","","","","","","","","","","","","","350","350","350"
"94414976","","","","","","","","","","","","","","","","1300","1300","1300"
"94421632","","","","","","","","","","","","","","","","2150","2150","2150"
"94433152","","","","","","","","","","","","","","","","300","300","300"
"94443264","","","","","","","","","","","","","","","","600","600","600"
"94461440","","","","","","","","","","","","","","","","250","250","250"
"94473856","","","","","","","","","","","","","","","","1200","1200","1200"
"94504064","","","","","","","","","","","","","","","","1300","1300","1300"
"94517376","","","","","","","","","","","","","","","","1450","1450","1450"
"94520960","","","","","","","","","","","","","","","","1275","1275","1275"
"94545536","","","","","","","","","","","","","","","","2500","2500","2500"
"94646528","","","","","","","","","","","","","","","","700","700","700"
"94647168","","","","","","","","","","","","","","","","1300","1300","1300"
"94679296","","","","","","","","","","","","","","","","2450","2450","2450"
"94748544","","","","","","","","","","","","","","","","650","650","650"
"94787840","","","","","","","","","","","","","","","","1050","1050","1050"
"94793088","","","","","","","","","","","","","","","","300","300","300"
"94795264","","","","","","","","","","","","","","","","650","650","650"
"94801152","","","","","","","","","","","","","","","","2050","2050","2050"
"94834304","","","","","","","","","","","","","","","","350","350","350"
"94849408","","","","","","","","","","","","","","","","2250","2250","2250"
"94850688","","","","","","","","","","","","","","","","900","900","900"
"94852736","","","","","","","","","","","","","","","","600","600","600"
"94901632","","","","","","","","","","","","","","","","3150","3150","3150"
"94907392","","","","","","","","","","","","","","","","1250","1250","1250"
"94964608","","","","","","","","","","","","","","","","1950","1950","1950"
"95061120","","","","","","","","","","","","","","","","1100","1100","1100"
"95071360","","","","","","","","","","","","","","","","200","200","200"
"95089920","","","","","","","","","","","","","","","","2275","2275","2275"
"95125120","","","","","","","","","","","","","","","","1350","1350","1350"
"95147264","","","","","","","","","","","","","","","","1600","1600","1600"
"95155968","","","","","","","","","","","","","","","","900","900","900"
"95227520","","","","","","","","","","","","","","","","2500","2500","2500"
"95244800","","","","","","","","","","","","","","","","2800","2800","2800"
"95257472","","","","","","","","","","","","","","","","250","250","250"
"95268736","","","","","","","","","","","","","","","","2450","2450","2450"
"95297792","","","","","","","","","","","","","","","","250","250","250"
"95302656","","","","","","","","","","","","","","","","1250","1250","1250"
"95310336","","","","","","","","","","","","","","","","1450","1450","1450"
"95314048","","","","","","","","","","","","","","","","2600","2600","2600"
"95377664","","","","","","","","","","","","","","","","500","500","500"
"95380992","","","","","","","","","","","","","","","","250","250","250"
"95385344","","","","","","","","","","","","","","","","2150","2150","2150"
"95393664","","","","","","","","","","","","","","","","800","800","800"
"95394432","","","","","","","","","","","","","","","","2050","2050","2050"
"95411456","","","","","","","","","","","","","","","","250","250","250"
"95456512","","","","","","","","","","","","","","","","1950","1950","1950"
"95461248","","","","","","","","","","","","","","","","250","250","250"
"95468544","","","","","","","","","","","","","","","","800","800","800"
"95491712","","","","","","","","","","","","","","","","650","650","650"
"95497216","","","","","","","","","","","","","","","","250","250","250"
"95497600","","","","","","","","","","","","","","","","750","750","750"
"95528576","","","","","","","","","","","","","","","","600","600","600"
"95528960","","","","","","","","","","","","","","","","50","50","50"
"95562496","","","","","","","","","","","","","","","","1950","1950","1950"
"95579392","","","","","","","","","","","","","","","","2050","2050","2050"
"95585152","","","","","","","","","","","","","","","","300","300","300"
"95599616","","","","","","","","","","","","","","","","300","300","300"
"95600128","","","","","","","","","","","","","","","","900","900","900"
"95606784","","","","","","","","","","","","","","","","450","450","450"
"95616256","","","","","","","","","","","","","","","","850","850","850"
"95637760","","","","","","","","","","","","","","","","2300","2300","2300"
"95650432","","","","","","","","","","","","","","","","250","250","250"
"95669120","","","","","","","","","","","","","","","","1350","1350","1350"
"95684480","","","","","","","","","","","","","","","","500","500","500"
"95725440","","","","","","","","","","","","","","","","1850","1850","1850"
"95736576","","","","","","","","","","","","","","","","1900","1900","1900"
"95744000","","","","","","","","","","","","","","","","1350","1350","1350"
"95750016","","","","","","","","","","","","","","","","500","500","500"
"95750272","","","","","","","","","","","","","","","","250","250","250"
"95755520","","","","","","","","","","","","","","","","2475","2475","2475"
"95768960","","","","","","","","","","","","","","","","250","250","250"
"95790208","","","","","","","","","","","","","","","","1250","1250","1250"
"95798016","","","","","","","","","","","","","","","","2650","2650","2650"
"95805184","","","","","","","","","","","","","","","","1450","1450","1450"
"95832192","","","","","","","","","","","","","","","","1400","1400","1400"
"95842304","","","","","","","","","","","","","","","","2500","2500","2500"
"95851136","","","","","","","","","","","","","","","","750","750","750"
"95853440","","","","","","","","","","","","","","","","1400","1400","1400"
"95879168","","","","","","","","","","","","","","","","250","250","250"
"95895936","","","","","","","","","","","","","","","","1950","1950","1950"
"95896064","","","","","","","","","","","","","","","","250","250","250"
"95921664","","","","","","","","","","","","","","","","2500","2500","2500"
"95926784","","","","","","","","","","","","","","","","1600","1600","1600"
"95935232","","","","","","","","","","","","","","","","1200","1200","1200"
"95939200","","","","","","","","","","","","","","","","750","750","750"
"95956224","","","","","","","","","","","","","","","","400","400","400"
"95964928","","","","","","","","","","","","","","","","1150","1150","1150"
"95981824","","","","","","","","","","","","","","","","250","250","250"
"96038272","","","","","","","","","","","","","","","","2550","2550","2550"
"96062080","","","","","","","","","","","","","","","","750","750","750"
"96103552","","","","","","","","","","","","","","","","2500","2500","2500"
"96125440","","","","","","","","","","","","","","","","800","800","800"
"96146688","","","","","","","","","","","","","","","","500","500","500"
"96201216","","","","","","","","","","","","","","","","600","600","600"
"96204544","","","","","","","","","","","","","","","","750","750","750"
"96208384","","","","","","","","","","","","","","","","2500","2500","2500"
"96211968","","","","","","","","","","","","","","","","675","675","675"
"96249472","","","","","","","","","","","","","","","","1150","1150","1150"
"96256000","","","","","","","","","","","","","","","","800","800","800"
"96263424","","","","","","","","","","","","","","","","250","250","250"
"96266112","","","","","","","","","","","","","","","","2150","2150","2150"
"96266368","","","","","","","","","","","","","","","","1500","1500","1500"
"96271872","","","","","","","","","","","","","","","","2050","2050","2050"
"96274688","","","","","","","","","","","","","","","","900","900","900"
"96343936","","","","","","","","","","","","","","","","2350","2350","2350"
"96362496","","","","","","","","","","","","","","","","400","400","400"
"96378496","","","","","","","","","","","","","","","","550","550","550"
"96400896","","","","","","","","","","","","","","","","850","850","850"
"96408576","","","","","","","","","","","","","","","","900","900","900"
"96412800","","","","","","","","","","","","","","","","1950","1950","1950"
"96414976","","","","","","","","","","","","","","","","200","200","200"
"96424576","","","","","","","","","","","","","","","","700","700","700"
"96449792","","","","","","","","","","","","","","","","1250","1250","1250"
"96501248","","","","","","","","","","","","","","","","2050","2050","2050"
"96530816","","","","","","","","","","","","","","","","1100","1100","1100"
"96534656","","","","","","","","","","","","","","","","400","400","400"
"96555136","","","","","","","","","","","","","","","","850","850","850"
"96570240","","","","","","","","","","","","","","","","3400","3400","3400"
"96570752","","","","","","","","","","","","","","","","1300","1300","1300"
"96627584","","","","","","","","","","","","","","","","1900","1900","1900"
"96646656","","","","","","","","","","","","","","","","1000","1000","1000"
"96660352","","","","","","","","","","","","","","","","1150","1150","1150"
"96692224","","","","","","","","","","","","","","","","1500","1500","1500"
"96704768","","","","","","","","","","","","","","","","900","900","900"
"96705024","","","","","","","","","","","","","","","","2500","2500","2500"
"96713856","","","","","","","","","","","","","","","","525","525","525"
"96740224","","","","","","","","","","","","","","","","2800","2800","2800"
"96756352","","","","","","","","","","","","","","","","900","900","900"
"96760064","","","","","","","","","","","","","","","","2350","2350","2350"
"96764288","","","","","","","","","","","","","","","","800","800","800"
"96771712","","","","","","","","","","","","","","","","800","800","800"
"96773504","","","","","","","","","","","","","","","","2950","2950","2950"
"96777856","","","","","","","","","","","","","","","","2600","2600","2600"
"96827776","","","","","","","","","","","","","","","","600","600","600"
"96829952","","","","","","","","","","","","","","","","3000","3000","3000"
"96837248","","","","","","","","","","","","","","","","800","800","800"
"96837888","","","","","","","","","","","","","","","","1600","1600","1600"
"96846976","","","","","","","","","","","","","","","","950","950","950"
"96861696","","","","","","","","","","","","","","","","850","850","850"
"96861952","","","","","","","","","","","","","","","","850","850","850"
"96912640","","","","","","","","","","","","","","","","2450","2450","2450"
"96927744","","","","","","","","","","","","","","","","800","800","800"
"96954624","","","","","","","","","","","","","","","","900","900","900"
"96975360","","","","","","","","","","","","","","","","850","850","850"
"96982016","","","","","","","","","","","","","","","","850","850","850"
"96999680","","","","","","","","","","","","","","","","100","100","100"
"97002112","","","","","","","","","","","","","","","","1550","1550","1550"
"97003648","","","","","","","","","","","","","","","","850","850","850"
"97013376","","","","","","","","","","","","","","","","2050","2050","2050"
"97041920","","","","","","","","","","","","","","","","1500","1500","1500"
"97051648","","","","","","","","","","","","","","","","850","850","850"
"97054336","","","","","","","","","","","","","","","","900","900","900"
"97076224","","","","","","","","","","","","","","","","850","850","850"
"97079552","","","","","","","","","","","","","","","","200","200","200"
"97092224","","","","","","","","","","","","","","","","850","850","850"
"97098880","","","","","","","","","","","","","","","","1500","1500","1500"
"97103104","","","","","","","","","","","","","","","","1300","1300","1300"
"97103744","","","","","","","","","","","","","","","","800","800","800"
"97143552","","","","","","","","","","","","","","","","800","800","800"
"97145856","","","","","","","","","","","","","","","","1350","1350","1350"
"97153664","","","","","","","","","","","","","","","","600","600","600"
"97166464","","","","","","","","","","","","","","","","1475","1475","1475"
"97189760","","","","","","","","","","","","","","","","900","900","900"
"97216896","","","","","","","","","","","","","","","","1600","1600","1600"
"97231488","","","","","","","","","","","","","","","","850","850","850"
"97231872","","","","","","","","","","","","","","","","850","850","850"
"97244800","","","","","","","","","","","","","","","","800","800","800"
"97278976","","","","","","","","","","","","","","","","850","850","850"
"97284096","","","","","","","","","","","","","","","","850","850","850"
"97328256","","","","","","","","","","","","","","","","850","850","850"
"97337472","","","","","","","","","","","","","","","","1200","1200","1200"
"97353344","","","","","","","","","","","","","","","","850","850","850"
"97375872","","","","","","","","","","","","","","","","3000","3000","3000"
"97380992","","","","","","","","","","","","","","","","850","850","850"
"97387648","","","","","","","","","","","","","","","","650","650","650"
"97389056","","","","","","","","","","","","","","","","2400","2400","2400"
"97408256","","","","","","","","","","","","","","","","3000","3000","3000"
"97412864","","","","","","","","","","","","","","","","650","650","650"
"97425152","","","","","","","","","","","","","","","","3050","3050","3050"
"97455232","","","","","","","","","","","","","","","","800","800","800"
"97458304","","","","","","","","","","","","","","","","2500","2500","2500"
"97493632","","","","","","","","","","","","","","","","450","450","450"
"97500032","","","","","","","","","","","","","","","","1925","1925","1925"
"97522432","","","","","","","","","","","","","","","","900","900","900"
"97542272","","","","","","","","","","","","","","","","2500","2500","2500"
"97546496","","","","","","","","","","","","","","","","2450","2450","2450"
"97549440","","","","","","","","","","","","","","","","1750","1750","1750"
"97568640","","","","","","","","","","","","","","","","2200","2200","2200"
"97572352","","","","","","","","","","","","","","","","1350","1350","1350"
"97607168","","","","","","","","","","","","","","","","600","600","600"
"97631232","","","","","","","","","","","","","","","","2450","2450","2450"
"97642240","","","","","","","","","","","","","","","","1350","1350","1350"
"97663616","","","","","","","","","","","","","","","","2500","2500","2500"
"97669888","","","","","","","","","","","","","","","","900","900","900"
"97672064","","","","","","","","","","","","","","","","700","700","700"
"97681536","","","","","","","","","","","","","","","","900","900","900"
"97683968","","","","","","","","","","","","","","","","850","850","850"
"97705472","","","","","","","","","","","","","","","","850","850","850"
"97729152","","","","","","","","","","","","","","","","900","900","900"
"97734656","","","","","","","","","","","","","","","","1200","1200","1200"
"97742848","","","","","","","","","","","","","","","","850","850","850"
"97759104","","","","","","","","","","","","","","","","800","800","800"
"97782144","","","","","","","","","","","","","","","","2000","2000","2000"
"97787904","","","","","","","","","","","","","","","","500","500","500"
"97789440","","","","","","","","","","","","","","","","2600","2600","2600"
"97794816","","","","","","","","","","","","","","","","2450","2450","2450"
"97827840","","","","","","","","","","","","","","","","1300","1300","1300"
"97837440","","","","","","","","","","","","","","","","800","800","800"
"97838208","","","","","","","","","","","","","","","","800","800","800"
"97845760","","","","","","","","","","","","","","","","2150","2150","2150"
"97860864","","","","","","","","","","","","","","","","1000","1000","1000"
"97865728","","","","","","","","","","","","","","","","1250","1250","1250"
"97933696","","","","","","","","","","","","","","","","1400","1400","1400"
"97942656","","","","","","","","","","","","","","","","2600","2600","2600"
"97949056","","","","","","","","","","","","","","","","850","850","850"
"98017920","","","","","","","","","","","","","","","","900","900","900"
"98031360","","","","","","","","","","","","","","","","3150","3150","3150"
"98048384","","","","","","","","","","","","","","","","2050","2050","2050"
"98080000","","","","","","","","","","","","","","","","850","850","850"
"98132096","","","","","","","","","","","","","","","","2450","2450","2450"
"98137344","","","","","","","","","","","","","","","","1500","1500","1500"
"98164608","","","","","","","","","","","","","","","","3200","3200","3200"
"98188928","","","","","","","","","","","","","","","","2650","2650","2650"
